place_name,place_info,corpus,"coordinates (y, x)",query,
지름길3,자연대(자연과학대학) 1호관에서 구정문 이어지는 지름길,"자연대(자연과학대학) 1호관에서 구정문까지 가는 지름길이 있습니다. 
구정문에서 자연대(자연과학대학) 1호관으로 이어지는 지름길 근처에 주차장이 있습니다.
자연대(자연과학대학) 1호관 앞에 있는 지름길을 통하면 구정문까지 바로 갈 수 있어요. 
구정문으로 가는 지름길은 자연대(자연과학대학) 1호관 옆에 있습니다.","35.845188, 127.127989","자연대(자연과학대학) 1호관에서 구정문까지 가는 지름길은 어디있나요?
자연애 1호관에서 구정문으로 이어지는 가까운 길로 와주세요.
자연대(자연과학대학) 1호관 앞의 지름길을 이용하면 구정문으로 빠르게 갈 수 있다는데, 어디있나요?
자연대 1호관에서 구정문으로 가는 이 지름길을 찾고 싶습니다.
자연대 1호관에서 구정문으로 이동하는 지름길로 배달해주실 수 있나요?
구정문과 자연대 1호관을 연결하는 이 지름길의 위치를 알려주세요.
구정문에서 자연대 1호관으로 갈 때 어느 길로 가면 될까요?
자연대 1호관에서 구정문이 이어지는 길로 배달해주세요.
학생들이 자주 이용하는 자연대 1호관에서 구정문이 이어지는 지름길의 위치는?
자연대 1호관에서 구정문을 갈 때, 이용할 수 있는 길을 제공해줘.",
지름길4,자연대(자연과학대학) 3호관 지름길,"자연대(자연과학대학) 3호관 지름길은 캠퍼스의 숨겨진 길 같아요. 
이 지름길은 자연대(자연과학대학) 3호관 학생들이 자주 이용합니다. 
자연대(자연과학대학) 3호관 옆의 지름길은 3호관 내에서만 이동할 수 있습니다. 
이 지름길은 자연대(자연과학대학) 3호관을 지나면서 여러 학과 건물들을 연결해주지는 않습니다.","35.847035, 127.130892","자연대(자연과학대학) 3호관 지름길은 어디인가요?
자연대(자연과학대학) 3호관 지름길의 정확한 위치를 알려주세요.
자연대 3호관 옆에 있는 길로 모여주세요.
자연대 3호관 지름길에서 행사를 진행하겠습니다.
자연대 3호관 학생들이 이용할 수 있는 지름길을 알려줘.
자연대 3호관 옆 지름길은 어디있어?
자연대 3호관에 있는 지름길로 배달해주세요!
자연대 3호관 지름길은 잘 보이지 않는데, 어디에 있나요?
타 단과대생들이 알 수 있도록 자연대 3호관의 지름길을 알려주세요.
자연대 3호관 지름길에서 사람들과 만나기로 했습니다.",
지름길5,중앙도서관 농대(농생대)와 이어지는 지름길,"중앙도서관에서 농대(농생대)로 가는 지름길은 경사가 있는 길이에요. 
중앙도서관에서 농대(농생대)로 직접 연결되는 지름길이 있어요. 
중앙도서관에서 공부를 마치고 농대(농생대)로 걸어가려면 이 지름길을 추천해요. 
중앙도서관에서 농대(농생대)로 연결되는 길 옆에 정자가 있어요.","35.848675, 127.131487","중앙도서관에서 농대(농생대)로 가는 경사가 있는 길은 어디인가요?
중앙도서관과 농대(농생대)를 연결하는 직접 연결되는 지름길의 위치는 어디인가요?
공부를 마친 후 중앙도서관에서 농대(농생대)로 이동할 때 이용할 수 있는 지름길이 있나요?
중앙도서관과 농대(농생대)를 연결하는 지름길로 배달해주세요.
농대생들이 자주 이용하는 중앙도서관 지름길이 있습니다.
경사가 있는 중앙도서관 지름길은 농생대로 이어지는데, 정확히 어디인가요?
농대쪽에 위치한 중앙도서관 지름길을 알려줘.
중앙도서관에서 농대(농생대)로 이동하는 길에서 모임이 있습니다.
중앙도서관에서 농대로 가는 학생들이 이용할만한 길을 알려줘.
중앙도서관에서 농대(농생대)로 가는 편한 길이 있어?",
지름길6,중앙도서관 공터 또는 잔디밭 가운데 길,"중앙도서관의 잔디밭을 가로질러 가는 길은 산책하기에 좋아요. 
중앙도서관 공터 또는 잔디밭 사이를 잇는 이 길을 따라가면 중앙도서관에 바로 도착해요. 
중앙도서관의 잔디밭을 가로지르는 이 길은 도서관 정문 앞에 있어요. 
도서관 앞 공터와 잔디밭을 연결하는 이 길은 사람들이 자주 지나가요.","35.848358, 127.130980","중앙도서관 앞 잔디밭에서 열리는 행사에 어디에서 참여할 수 있나요?
중앙도서관의 잔디밭을 가로지르는 길은 어디인가요?
중앙도서관 앞의 산책하기 좋은 길을 가려면 어디로 가야 합니까?
중앙도서관 잔디밭 가운데 길로 와주세요.
중앙도서관 공터 사이 길은 어디인가요?
중앙도서관 잔디밭 사이 골목에 음식 배달해주세요.
중앙도서관 앞 길에서 친구들과 만나려고 하는데 어디인가요?
중앙도서관 잔디밭에서 개최되는 책 바자회는 어디서 참가할 수 있나요?
중앙도서관 정문 앞에 있는 잔디밭 사이 길로 와주세요,
중앙도서관 잔디밭을 거쳐 가는 산책로에서 모이겠습니다.",
지름길7,공대(공과대학) 8호관 뒤 도로와 이어지는 농대(농생대) 본관 지름길,"공대(공과대학) 8호관 뒤쪽 도로를 따라가면 농대(농생대) 본관으로 바로 갈 수 있는 지름길이 나와요. 
농대(농생대) 본관으로 가는 가장 짧은 길은 공대(공과대학) 8호관 뒤편에서 시작해요. 
농대(농생대) 본관으로 가는 길 중에서도 공대(공과대학) 8호관 뒤편의 이 길이 가장 빨라요. 
공대(공과대학) 8호관 뒤편에서 시작해서 농대(농생대) 본관까지 이어지는 길이 있어요.","35.848791, 127.133437","공대 8호관 뒤쪽 도로를 따라가면 나오는 농대 본관 지름길로 와주세요..
공대 8호관에서 농대 본관으로 가는 가는 길에서 만나요.
공대에서 농대 본관으로 가는 길 중에서 어떤 위치가 가장 빠른 길인가요?
공대 8호관 뒤편에서 시작해서 농대 본관으로 이어지는 길은 어디에 있나요?
공대 8호관 뒤 도로와 농대가 이어지는 이 지름길은 어디에 있나요?
공대 8호관 뒤편에 공대 본관과 이어지는 길에 배달해주세요.
공대 8호관에서 농대 본관으로 바로 가는 길이 어디에 있는 건가요?
농대 본관에서 공대 8호관으로 갈 수 있는 지름길로 와주세요.
공대 8호관 뒤편에서 시작하는 이 길은 농대 본관과 이어지는데 어디인가요?
공대 8호관과 농대 본관을 잇는 지름길을 이용할 사람들에게 정확한 위치를 알려주세요.",
지름길8,농대(농생대) 본관 수국정원 지름길,"여름에 수국이 피는 정원으로 가는 가장 빠른 길은 농대(농생대) 본관 옆 지름길이에요. 
농대(농생대) 본관에서 수국정원까지 이어지는 지름길이 있어요. 
농대(농생대) 본관에서 옆에 꽃이 피어있는 이 지름길 주변에 비석이 있어요. 
농대 본관의 수국정원으로 가는 지름길은 계절마다 다른 식물들이 있습니다.","35.848919, 127.132750","농대 수국정원은 어디있나요?
농대 본관에서 수국정원까지 이어지는 지름길을 알려주세요.
농대 본관에서 옆에 꽃이 피어있는 이 지름길로 와주세요.
농대 본관의 수국정원이 있는 지름길에 배달해주세요.
여름에 농대 본관에서 수국정원까지 이어지는 이 지름길을 이용해주세요.
농대 본관 수국정원 길에서 모이도록 하겠습니다.
비석들이 있는 농대 수국정원에서 만나요.
농대 본관의 수국정원은 여러 식물들이 있는데, 이곳의 정확한 위치를 알려주세요.
수국정원으로 가는 길을 이용하고 싶습니다.
이곳을 방문하는 시기에 따라 농대 본관 옆 지름길 주변으로 배달해주세요.",
지름길9,농대(농생대) 공터와 농대(농생대) 1호관이 이어지는 지름길,"농대(농생대) 공터에서 시작하는 이 지름길은 농대(농생대) 1호관으로 가는 가장 빠른 길 중 하나에요.
농대(농생대) 1호관으로 가려면 공터와 1호관 사이에 있는 이 지름길을 따라가면 돼요.
농대(농생대) 1호관에 가려면 공터에서 출발해서 지름길을 통해 빠르게 이동할 수 있어요.
농대(농생대) 공터와 1호관 사이의 이 지름길은 학생들 사이에서 인기 있는 길 중 하나에요.","35.849345, 127.130131","농대 공터에서 시작하는 이 지름길은 어디있나요?
농대 1호관으로 가려면 이 지름길을 어디에서 찾을 수 있나요?
농대 1호관으로 가기 위해 공터에서 어떤 길을 따라가야 하나요?
농대 공터와 1호관 사이의 이 지름길로 와주세요.
농대 1호관에서 농대 공터까지 이어지는 지름길에 배달해주세요.
농대 공터와 농대 1호관 사이 지름길에서 만나자.
이 지름길은 농대 공터와 1호관 사이에 있습니다.
농대 공터에서 농대 1호관으로 오는 길이 있으니, 그 길로 와주세요.
농대 공터와 농대 1호관 사이 빠른 길에서 만납시다.
농대 공터와 1호관 사이의 이 지름길의 정확한 위치를 알려주세요.",
pm주차장1,공대(공과대학) 1호관 정문 지쿠터 주차장,"이 지쿠터 주차장은 공대(공과대학) 1호관 정문 앞에 자리하고 있어요. 
공대(공과대학) 1호관 정문 지쿠터 주차장은 학생들이 지쿠터를 자주 주차하는 장소 중 하나에요. 
공대(공과대학) 1호관 정문 지쿠터 주차장옆에는 자전거 보관함도 있어요. 
학기 초에 공대(공과대학) 1호관 정문 지쿠터 주차장 앞에서 개강행사가 자주 열려요.","35.8465, 127.1328","공대 1호관 정문 앞 지쿠터 주차장으로 와주세요.
공대 1호관 정문 앞 지쿠터 주차장에 배달해주세요.
공대 1호관 정문 앞 지쿠터 주차장에서 음식을 받겠습니다.
공대 1호관 정문 앞 지쿠터 주차장에서 친구를 만날 예정인데, 어떻게 찾아갈 수 있을까요?
개강행사는 공대 1호관 정문 앞 지쿠터 주차장 쪽에서 진행합니다.
공대 1호관 정문 앞 지쿠터 주차장에서 모이도록 합시다.
공대 1호관 정문 앞 지쿠터 주차장에 지쿠터를 보관해주세요.
학기 중 행사 공지는 공대 1호관 정문 앞 지쿠터 주차장에서 하겠습니다.
공대 1호관 정문 앞 지쿠터 주차장으로 모여줘.
공대 1호관 정문 앞 지쿠터 주차장에 물건을 전달해주실 수 있을까요?",
pm주차장10,공대(공과대학) 8호관 정문 지쿠터 주차장,"공대(공과대학) 8호관 정문 앞에 지쿠터 주차장이 있어요. 
주말에는 공대(공과대학) 8호관 정문 지쿠터 주차장은 중앙도서관과 가깝습니다.
공대(공과대학) 8호관 정문 앞 지쿠터 주차장은 보통 학생들이 수업을 듣는 시간에 지쿠터가 많이 있습니다.
공대(공과대학) 8호관 지쿠터 주차장 근처에 차가 주차되어 있습니다.","35.847979, 127.133780","공대 8호관 정문 앞의 지쿠터 주차장으로 음식 배달이 가능한가요?
주말에 공대 8호관 정문 지쿠터 주차장에서 이벤트를 개최합니다.  
공대 8호관 정문 지쿠터 주차장으로 음식 배달 주문을 할게요.
공대 8호관 정문 앞의 지쿠터 주차장 근처에서 물건을 찾아야 합니다. 그곳이 어디인가요?
공대 8호관 정문의 지쿠터 주차장에서 만나요.
학생들이 수업을 듣는 시간에 공대 8호관 정문의 지쿠터 주차장으로 배달을 해줄 수 있을까요?
공대 8호관 정문에 있는 지쿠터 주차장 근처로 와주세요.
공대 8호관 정문 앞의 지쿠터 주차장 근처로 물건을 전달해주세요.
중앙도서관 근처 공과대학 8호관 정문의 지쿠터 주차장은 어디인가요?
공대 8호관 정문의 주차장 주변에서 배달해주세요!",
pm주차장11,공대(공과대학) 9호관 지쿠터 주차장,"공대(공과대학) 9호관 주차장은 지쿠터를 타고 오는 사람들에게 필수적인 공간이에요. 
공대(공과대학) 9호관 지쿠터 주차장은 흡연구역 근처에 있습니다. 
공대(공과대학) 9호관 근처 지쿠터 주차장은 교수님들은 거의 사용하지 않습니다. 
보건소 근처에 공대 9호관 근처 지쿠터 주차장이 있습니다.","35.847400, 127.133716","공대 9호관 앞의 지쿠터 주차장으로 음식을 배달해주세요.
주말에 공대 9호관 지쿠터 주차장에서 이벤트를 개최합니다.  
공대 9호관 지쿠터 주차장은 흡연구연 근처에 있는데, 이곳에 음식 배달 주문을 할게요.
공대 9호관 흡연구연 근처에 있는 지쿠터 주차장 근처에서 물건을 찾아야 합니다. 그곳이 어디인가요?
공대 9호관 지쿠터 주차장에서 만나요.
공대 9호관 앞 지쿠터 주차장에서 모이도록 합시다.
공대 9호관 지쿠터 주차장에 지쿠터를 보관해주세요.
공대 9호관 지쿠터 주차장에 배달해주세요.
공대 9호관에 있는 지쿠터 주차장으로 모여줘.
공대 9호관 앞 지쿠터 주차장에 물건을 전달해주실 수 있을까요?",
pm주차장12,후생관 정문 지쿠터 주차장,"후생관 정문 지쿠터 주차장은 후생관 옆 카페와도 가깝게 있습니다. 
후생관 정문 앞 주차장은 벤치 옆에 위치합니다. 
후생관 정문 지쿠터 주차장은 점심시간에 많이 이용됩니다. 
후생관 계단 앞에 지쿠터 주차장이 있습니다.","35.847484, 127.134367","후생관 정문 지쿠터 주차장에서 음식 배달이 가능한가요?
후생관 정문 지쿠터 주차장 근처에서 이벤트를 개최하려고 합니다. 참석하실 건가요?
후생관 정문 앞 지쿠터 주차장은 어디인가요?
후생관 계단 앞 지쿠터 주차장에 물건을 배송해주세요.
후생관 옆 카페와도 가까운 지쿠터 주차장으로 와.
점심시간에 후생관 정문 지쿠터 주차장에서 음식을 배달해주실 수 있을까요?
후생관 계단 앞 지쿠터 주차장에서 친구와 만날 예정이에요. 어디에서 만날 수 있을까요?
후생관 정문 지쿠터주차장 옆 벤치에서 이벤트를 개최하려고 합니다. 
후생관 앞 지쿠터 주차장 주변에 주차된 차를 찾아야 합니다. 
후생관 정문 앞 지쿠터 주차장으로 주문한 음식을 받으려면 어디로 가야 하나요?",
pm주차장13,자연대(자연과학대학) 본관 지쿠터 주차장,"자연대(자연과학대학) 본관 앞에 지쿠터 주차장이 있어요.
자연대(자연과학대학) 본관 지쿠터 주차장 근처에 자전거 보관함도 있어요. 
자연대(자연과학대학) 본관 지쿠터 주차장을 지나면 공대로 갈 수 있습니다. 
자연대(자연과학대학) 본관 정문 앞에 바로 지쿠터 주차장이 있습니다.","35.8472, 127.1306","자연대 본관 앞 지쿠터 주차장에서 음식 배달이 가능한가요?
자연대 본관 지쿠터 주차장으로 와주세요.
자연대 본관 지쿠터 주차장 주변에 자전거 보관함도 있으니 참고하세요.
자연대 본관 정문 앞에 있는 지쿠터 주차장에서 물건을 찾아야 합니다. 어디인가요?
자연대 본관 앞 지쿠터 주차장에 있는 지쿠터를 이용하려고 하는데 어디에 있나요? 
점심시간에 자연대 본관 지쿠터 주차장에 음식을 배달해주실 수 있을까요?
자연대 본관 정문 앞 지쿠터 주차장에서 친구와 만날 예정이에요. 어디에서 만날 수 있을까요?
자연대 본관 지쿠터 주차장에서 이벤트를 개최합니다.
자연대 본관 앞 지쿠터 주차장 주변에 주차된 지쿠터를 찾아야 합니다. 어디로 가면 좋을까요?
자연대 본관 앞 지쿠터 주차장로 주문한 음식을 받으려면 어디로 가야 하나요?",
pm주차장14,자연대(자연과학대학) 1호관 지쿠터 주차장,"자연대(자연과학대학) 1호관 지쿠터 주차장은 주로 학생들이 이용해요. 
자연대(자연과학대학) 1호관 지쿠터 주차장은 헌혈의 집과 가깝습니다. 
자연대(자연과학대학) 1호관 지쿠터 주차장은 자연대 1호관 벤치 근처에 있습니다. 
자연대(자연과학대학) 1호관 근처 지쿠터 주차장 근처에 흡연구역이 있습니다.","35.845392, 127.127544","자연대 1호관 지쿠터 주차장에서 친구를 만나려면 어디로 가야 하나요?
자연대 1호관 지쿠터 주차장으로 와주세요.
자연대 1호관 지쿠터 주차장 근처에 물건을 배달하려면 어떻게 찾아가야 하나요?
자연대 1호관 지쿠터 주차장에서 만나자.
자연대 1호관 지쿠터 주차장 근처에 헌혈의 집이 있으니 참고해서 와줘.
자연대 1호관 근처 지쿠터 주차장 근처로 가려는데 어디있나요?
헌혈의 집 근처에 있는 자연대 1호관 근처 지쿠터 주차장으로 와주세요.
자연대 1호관 지쿠터 주차장에 지쿠터를 세워두면 됩니다.
자연대 1호관 지쿠터 주차장에서 이벤트를 개최하려고 합니다. 이쪽으로 와주세요.
자연대 1호관 근처 지쿠터 주차장 주변에서 지쿠터를 찾아야 합니다. 어떻게 찾을 수 있을까요?",
pm주차장15,자연대(자연과학대학) 2호관 정문 앞 지쿠터 주차장,"자연대(자연과학대학) 2호관 정문 주차장은 지쿠터를 주차하는 사람들에게 필수적인 공간이에요. 
자연대(자연과학대학) 2호관 정문 주차장은 자연대 2호관 부속건물 옆에 있습니다. 
자연대(자연과학대학) 2호관 앞에는 지쿠터 주차장이 있습니다. 
자연대(자연과학대학) 2호관에 지쿠터를 타고 방문하는 경우, 정문 지쿠터 주차장에 두고 내리면 됩니다.","35.844989, 127.128996","자연대 2호관 부속건물 근처 지쿠터 주차장에서 친구를 만나려면 어디로 가야 하나요?
자연대 2호관 정문 쪽에 있는 지쿠터 주차장으로 와주세요.
자연대 2호관 정문에 있는 지쿠터 주차장 근처에 물건을 배달하려면 어떻게 찾아가야 하나요?
자연대 2호관 정문 지쿠터 주차장에서 만나자.
자연대 2호관 정문 앞 지쿠터 주차장에 있는 지쿠터를 이용하려고 하는데 어디에 있나요? 
점심시간에 자연대 본관 지쿠터 주차장에 음식을 배달해주실 수 있을까요?
자연대 2호관 정문 앞 지쿠터 주차장에서 친구와 만날 예정이에요. 어디에서 만날 수 있을까요?
자연대 2호관 정문 방향의 지쿠터 주차장에서 이벤트를 개최합니다.
자연대 2호관 정문 지쿠터 주차장 주변에 주차된 지쿠터를 찾아야 합니다. 어디로 가면 좋을까요?
자연대 2호관 정문 지쿠터 주차장로 주문한 음식을 받으려면 어디로 가야 하나요?",
pm주차장16,자연대(자연과학대학) 2호관 옆 지쿠터 주차장,"자연대(자연과학대학) 2호관 옆 지쿠터 주차장은 구석진 곳에 있습니다. 
자연대(자연과학대학) 2호관 옆 지쿠터 주차장은 자주 사용되지는 않습니다. 
자연대(자연과학대학) 2호관 옆 지쿠터 주차장 앞에는 사람들이 자주 지나갑니다. 
자연대(자연과학대학) 2호관 지쿠터 주차장은 뉴실크로드건물에서 구정문으로 지나가는 길에 있습니다.","35.845081, 127.128476","자연대 2호관 옆 구석진 지쿠터 주차장은 어디에 있나요?
자연대 2호관 옆 지쿠터 주차장에 배달해주세요.
자연대 2호관 옆 지쿠터 주차장에서 음식을 받겠습니다.
자연대 2호관 옆 지쿠터 주차장에서 친구를 만날 예정인데, 어떻게 찾아갈 수 있을까요?
자연대 2호관 옆 지쿠터 주차장의 위치를 정확히 알려주실 수 있나요?
자연대 2호관 옆쪽에 있는 지쿠터 주차장에서 모이기로 했습니다.
자연대 2호관 옆 지쿠터 주차장에 지쿠터를 보관해주세요.
자연대 2호관 옆에 있는 지쿠터 주차장으로 물건을 전달해주세요.
자연대 2호관 옆 지쿠터 주차장으로 모여줘.
구정문 가는 길에 있는 자연대 2호관 옆 지쿠터 주차장으로 와주실 수 있나요?",
pm주차장17,자연대(자연과학대학) 3호관 지쿠터 주차장,"자연대(자연과학대학) 3호관 앞에 지쿠터 주차장이 있습니다. 
자연대(자연과학대학) 3호관 지쿠터 주차장에서는 공대로 쉽게 이동할 수 있어요. 
자연과학대학 3호관 옆에 지쿠터 전용 주차 공간이 있습니다. 
자연대(자연과학대학) 3호관 인근에 위치한 지쿠터 주차장이 보이며, 여기서 학생들이 지쿠터를 주차하고 수업으로 향합니다.","35.84697, 127.130329","자연대 3호관 근처 지쿠터 주차장에서 친구를 만나려면 어디로 가야 하나요?
자연대 3호관 쪽에 있는 지쿠터 주차장으로 와주세요.
자연대 3호관에 있는 지쿠터 주차장 근처에 물건을 배달하려면 어떻게 찾아가야 하나요?
자연대 3호관 앞 지쿠터 주차장에서 만나자.
자연대 3호관 앞 지쿠터 주차장에 있는 지쿠터를 이용하려고 하는데 어디에 있나요? 
점심시간에 자연대 3호관 근처 지쿠터 주차장에 음식을 배달해주실 수 있을까요?
자연대 3호관 정문 지쿠터 주차장에서 친구와 만날 예정이에요. 어디에서 만날 수 있을까요?
자연대 3호관의 지쿠터 주차장에서 이벤트를 진행하고 있습니다.
자연대 3호관 지쿠터 주차장 주변에 주차된 지쿠터를 찾으려는데, 어디로 가면 좋을까요?
자연대 3호관 지쿠터 주차장으로 음식을 주문하겠습니다.",
pm주차장18,자연대(자연과학대학) 4호관 지쿠터 주차장,"자연대(자연과학대학) 4호관 지쿠터 주차장은 암석공원 근처에 있습니다. 
자연대 4호관 지쿠터 주차장은 자연대 5호관과 가깝습니다. 
자연과학대학교 4호관 앞의 지쿠터 전용 주차장은 주차장 근처에 있습니다. 
해질 무렵, 자연대(자연과학대학) 4호관 지쿠터 주차장에서는 학생들이 수업을 마치고 지쿠터를 타고 귀가합니다.","35.846502, 127.130970","자연대 4호관 지쿠터 주차장은 어디에 있나요?
자연대 4호관에 있는 지쿠터 주차장에 배달해주세요.
자연대 4호관 지쿠터 주차장에서 음식을 받겠습니다.
자연대 4호관 지쿠터 주차장에서 친구를 만날 예정인데, 어떻게 찾아갈 수 있을까요?
자연대 4호관 지쿠터 주차장의 위치를 정확히 알려주실 수 있나요?
자연대 4호관에 있는 지쿠터 주차장에서 모이기로 했습니다.
자연대 4호관 앞 암석공원이 있는 지쿠터 주차장에 지쿠터를 보관해주세요.
암석공원 근처 지쿠터 주차장으로 와주세요.
자연대 4호관 지쿠터 주차장으로 모여줘.
자연대 4호관 지쿠터 주차장으로 와주실 수 있나요?",
pm주차장19,자연대(자연과학대학) 5호관 지쿠터 주차장,"자연대(자연과학대학) 5호관 지쿠터 주차장은 자연대 5호관 계단 위에 있습니다. 
자연대 5호관 지쿠터 전용 주차장에서 출발하여 자연대(자연과학대학) 5호관 교실로 향하는 학생들을 자주 볼 수 있어요. 
자연대(자연과학대학) 5호관 지쿠터 주차장은 자연대(자연과학대학) 5호관 정문 바로 앞에 위치하고 있어요. 
자연대(자연과학대학) 5호관 지쿠터 주차장은 rotc 건물 옆에 위치하고 있습니다.","35.845951, 127.130883","자연대 5호관 지쿠터 주차장은 어디있나요?
자연대 5호관 지쿠터 주차장으로 배달해주실 수 있나요?
자연대 5호관 지쿠터 주차장과의 정확한 위치를 알려줄 수 있나요?
ROTC 건물 옆 자연대 건물에 있는 지쿠터 주차장을 알려주세요.
자연대 5호관 지쿠터 주차장으로 와주세요.
자연대 5호관 지쿠터 주차장에서 기다리갰습니다.
자연대 5호관 계단 위에 있는 지쿠터 주차장으로 와주세요.
자연대 5호관 지쿠터 주차장 주변에 있습니다.
자연대 5호관 지쿠터 주차장에서 모이도록 하겠습니다.
자연대 5호관 앞의 지쿠터 주차장을 알려주세요.",
pm주차장2,공대(공과대학) 1호관과 공대(공과대학)2호관 사이 지쿠터 주차장,"공대(공과대학) 1호관과 2호관 사이에 지쿠터 주차장이 있습니다. 
공대(공과대학) 1호관과 2호관 사이에 마련된 지쿠터 주차장은 교수 주차장 옆에 있습니다.
공대(공과대학) 2호관 옆에 있는 지쿠터 주차장은 공대 1호관과 가깝습니다. 
지쿠터들이 줄지어 세워진 공대(공과대학) 1호관과 2호관 사이의 주차장 근처에 사람들이 자주 지나갑니다.","35.8466, 127.1318","공대 1호관과 2호관 사이의 지쿠터 주차장으로 음식을 배달해주실 수 있나요?
교수 주차장 옆, 공대 1호관과 2호관 사이에 있는 지쿠터 주차장에 물건을 배달해야 하는데 정확한 위치를 알려주실 수 있나요?
공대 1호관 근처 지쿠터 주차장에서 친구를 만나기로 했는데, 그곳까지 가는 가장 좋은 길은 무엇인가요?
공대 2호관 옆 지쿠터 주차장에 도착하려면 어느 방향으로 가야 하나요?
공대 1호관과 2호관 사이의 지쿠터 주차장에서 손님을 기다리려고 합니다. 가장 편리한 대기 장소는 어디인가요?
공대 2호관 옆의 지쿠터 주차장으로 식사를 배달해달라고 할 때, 어떤 정보를 제공해야 하나요?
공대 1호관과 2호관 사이 지쿠터 주차장에서 만날 예정인데, 그곳에 어떻게 도착할 수 있나요?
지쿠터 주차장 근처에서 소포를 받으려고 하는데, 배달 기사에게 어떻게 설명해야 할까요?
공대 1호관과 2호관 사이에 있는 지쿠터 주차장으로 가는 가장 직접적인 길은 어디인가요?
공대 1호관 근처에 있는 지쿠터 주차장에서 친구를 기다리고 있습니다. 여기의 위치를 알려줄 수 있나요?",
pm주차장20,중앙도서관 공대(공과대학) 근처 지쿠터 주차장,"중앙도서관 근처의 지쿠터 주차장은 도서관 건물 바로 옆에 있어요. 
중앙도서관 지쿠터 주차장은 공대 8호관과 인접해있습니다. 
중앙도서관과 공대(공과대학) 건물 사이에 위치한 지쿠터 주차장에서는 학생들이 자주 오가고 있습니다. 
지쿠터 주차장, 중앙도서관과 공대(공과대학) 사이에 자리 잡은 이곳에는 지쿠터가 많이 주차됩니다.","35.848111, 127.132494","중앙도서관 근처 공대 방향 지쿠터 주차장은 어떤 장소에 위치하고 있나요?
중앙도서관 옆 지쿠터 주차장으로 배달해주실 수 있나요?
공대 8호관과 인접한 중앙도서관 지쿠터 주차장에서 친구를 만나기로 했어요. 그곳까지 어떻게 가야 하나요?
중앙도서관과 공대 건물 사이의 지쿠터 주차장으로 물건을 보내려고 합니다. 배달 위치를 어떻게 설명해야 하나요?
지쿠터 주차장에서 손님을 기다릴 건데, 중앙도서관과 공대 사이에 위치한 이곳으로 오는 가장 좋은 방법은 무엇인가요?
중앙도서관 근처 지쿠터 주차장에서 커피를 배달 받으려고 합니다. 공대 방향에 있는데, 여기는 정확히 어디인가요?
공대 8호관 근처 중앙도서관 지쿠터 주차장에서 친구와 만나기로 했는데, 그곳을 쉽게 찾을 수 있을까요?
중앙도서관과 공대 사이에 있는 지쿠터 주차장으로 문서를 보내려고 합니다. 주소를 어떻게 적어야 할까요?
중앙도서관에서 공대 근처 지쿠터 주차장에서 급한 소포를 기다리고 있습니다. 이곳으로 빠르게 배달해주실 수 있나요?
중앙도서관 공대쪽 지쿠터 주차장에서 친구를 기다리고 있는데, 이곳의 정확한 위치는 어디인가요?",
pm주차장21,중앙도서관 공터 근처 지쿠터 주차장,"중앙도서관 인근 공터 앞에 지쿠터 주차장이 있습니다. 
중앙도서관 근처의 지쿠터 주차장 근처에 흡연구역이 있습니다.
중앙도서관 근처의 지쿠터 주차장은 도서관 건물 바로 앞에 있어요. 
중앙도서관 공터(잔디밭) 근처 지쿠터 주차장 앞에는 자전거 보관소가 있습니다.","35.847956, 127.131519","중앙도서관 공터 앞 지쿠터 주차장으로 음식을 배달시킬게요.
중앙도서관 근처의 흡연구역 주변에 지쿠터 주차장을 찾을 수 있을까요?
중앙도서관 공터 바로 앞에 있는 지쿠터 주차장의 위치는 어디인가요?
중앙도서관 공터 근처 지쿠터 주차장 앞에서 행사를 진행하겠습니다.
중앙도서관 공터 앞 지쿠터 주차장 근처로 와주세요.
중앙도서관 공터 앞 지쿠터 주차장에 큰 소포를 보내려고 하는데, 정확한 위치를 알려주실 수 있나요?
중앙도서관 공터 근처 지쿠터 주차장으로 가는 가장 빠른 길은 어떻게 되나요?
중앙도서관 공터 인근 지쿠터 주차장에 어떻게 도착할 수 있나요?
중앙도서관 근처 지쿠터 주차장 근처에서 손님을 기다리려고 하는데, 정보를 주세요.
중앙도서관 공터 인근의 지쿠터 주차장 앞에서 누군가를 만나려고 합니다.",
